station_id,vehicle_id,timestamp,charge_kwh,duration_min,status,location,user_type
EV-STN-031,EV-13825,2025-06-18T12:16:59.643453Z,33.52,39,IDLE,"Indore, IN",GUEST
EV-STN-033,EV-64931,2025-06-18T12:18:59.643453Z,34.51,45,FAULT,"Bhubaneswar, IN",SUBSCRIBER
EV-STN-035,EV-98223,2025-06-18T12:20:59.643453Z,41.29,33,IDLE,"Raipur, IN",GUEST
EV-STN-037,EV-21987,2025-06-18T12:22:59.643453Z,46.52,44,FAULT,"Visakhapatnam, IN",SUBSCRIBER
EV-STN-039,EV-13823,2025-06-18T12:24:59.643453Z,29.95,38,IDLE,"Cuttack, IN",GUEST
EV-STN-041,EV-64935,2025-06-18T12:26:59.643453Z,32.51,41,FAULT,"Jamshedpur, IN",SUBSCRIBER
EV-STN-043,EV-98227,2025-06-18T12:28:59.643453Z,43.29,35,IDLE,"Dhanbad, IN",GUEST
EV-STN-045,EV-21991,2025-06-18T12:30:59.643453Z,47.29,43,FAULT,"Ranchi, IN",SUBSCRIBER
EV-STN-047,EV-13821,2025-06-18T12:32:59.643453Z,30.52,36,IDLE,"Gwalior, IN",GUEST
EV-STN-049,EV-64939,2025-06-18T12:34:59.643453Z,39.51,40,FAULT,"Ajmer, IN",SUBSCRIBER
EV-STN-051,EV-98231,2025-06-18T12:36:59.643453Z,48.29,41,IDLE,"Jodhpur, IN",GUEST
EV-STN-053,EV-21995,2025-06-18T12:38:59.643453Z,49.29,42,FAULT,"Udaipur, IN",SUBSCRIBER
EV-STN-055,EV-13819,2025-06-18T12:40:59.643453Z,31.52,37,IDLE,"Kota, IN",GUEST
EV-STN-057,EV-64943,2025-06-18T12:42:59.643453Z,40.51,45,FAULT,"Bikaner, IN",SUBSCRIBER
EV-STN-059,EV-98235,2025-06-18T12:44:59.643453Z,49.95,40,IDLE,"Jalandhar, IN",GUEST
EV-STN-061,EV-21999,2025-06-18T12:46:59.643453Z,51.29,43,FAULT,"Amritsar, IN",SUBSCRIBER
EV-STN-063,EV-13817,2025-06-18T12:48:59.643453Z,32.95,41,IDLE,"Ludhiana, IN",GUEST
EV-STN-065,EV-64947,2025-06-18T12:50:59.643453Z,42.51,42,FAULT,"Chandigarh, IN",SUBSCRIBER
EV-STN-067,EV-98239,2025-06-18T12:52:59.643453Z,50.29,43,IDLE,"Panchkula, IN",GUEST
EV-STN-069,EV-22003,2025-06-18T12:54:59.643453Z,52.29,44,FAULT,"Mohali, IN",SUBSCRIBER
EV-STN-071,EV-13815,2025-06-18T12:56:59.643453Z,34.95,40,IDLE,"Zambalpur, IN",GUEST
EV-STN-073,EV-64951,2025-06-18T12:58:59.643453Z,44.51,43,FAULT,"Solan, IN",SUBSCRIBER
EV-STN-075,EV-98243,2025-06-18T13:00:59.643453Z,51.95,41,IDLE,"Dharamshala, IN",GUEST
EV-STN-077,EV-22007,2025-06-18T13:02:59.643453Z,53.29,44,FAULT,"Shimla, IN",SUBSCRIBER
EV-STN-079,EV-13813,2025-06-18T13:04:59.643453Z,36.95,42,IDLE,"Dehradun, IN",GUEST
EV-STN-081,EV-64955,2025-06-18T13:06:59.643453Z,46.51,45,FAULT,"Haridar, IN",SUBSCRIBER
EV-STN-083,EV-98247,2025-06-18T13:08:59.643453Z,53.95,43,IDLE,"Rishikesh, IN",GUEST
EV-STN-085,EV-22011,2025-06-18T13:10:59.643453Z,54.29,44,FAULT,"Mussoorie, IN",SUBSCRIBER
EV-STN-087,EV-13811,2025-06-18T13:12:59.643453Z,38.95,41,IDLE,"Nainital, IN",GUEST
EV-STN-089,EV-64959,2025-06-18T13:14:59.643453Z,48.51,46,FAULT,"Almora, IN",SUBSCRIBER
EV-STN-091,EV-98251,2025-06-18T13:16:59.643453Z,55.29,44,IDLE,"Ranikhet, IN",GUEST
EV-STN-093,EV-22015,2025-06-18T13:18:59.643453Z,56.29,45,FAULT,"Haldwani, IN",SUBSCRIBER
EV-STN-095,EV-13809,2025-06-18T13:20:59.643453Z,40.95,42,IDLE,"Pantnagar, IN",GUEST
EV-STN-097,EV-64963,2025-06-18T13:22:59.643453Z,50.51,47,FAULT,"Kashipur, IN",SUBSCRIBER
EV-STN-099,EV-98255,2025-06-18T13:24:59.643453Z,56.95,45,IDLE,"Rudrapur, IN",GUEST
EV-STN-101,EV-22019,2025-06-18T13:26:59.643453Z,57.29,46,FAULT,"UdhamSinghNagar, IN",SUBSCRIBER
EV-STN-103,EV-13807,2025-06-18T13:28:59.643453Z,42.95,43,IDLE,"Tanakpur, IN",GUEST
EV-STN-105,EV-64967,2025-06-18T13:30:59.643453Z,52.51,48,FAULT,"Pithoragarh, IN",SUBSCRIBER
EV-STN-107,EV-98259,2025-06-18T13:32:59.643453Z,58.29,46,IDLE,"Champawat, IN",GUEST
EV-STN-109,EV-22023,2025-06-18T13:34:59.643453Z,58.95,47,FAULT,"Almora, IN",SUBSCRIBER
EV-STN-111,EV-13805,2025-06-18T13:36:59.643453Z,44.95,44,IDLE,"Nainital, IN",GUEST
EV-STN-113,EV-64971,2025-06-18T13:38:59.643453Z,54.51,49,FAULT,"Bageshwar, IN",SUBSCRIBER
EV-STN-115,EV-98263,2025-06-18T13:40:59.643453Z,59.95,47,IDLE,"Pauri, IN",GUEST
EV-STN-117,EV-22027,2025-06-18T13:42:59.643453Z,60.29,48,FAULT,"Tehri, IN",SUBSCRIBER
EV-STN-119,EV-13803,2025-06-18T13:44:59.643453Z,46.95,45,IDLE,"Roorkee, IN",GUEST
EV-STN-121,EV-64975,2025-06-18T13:46:59.643453Z,56.51,50,FAULT,"Haridwar, IN",SUBSCRIBER
EV-STN-123,EV-98267,2025-06-18T13:48:59.643453Z,61.29,48,IDLE,"Muzaffarnagar, IN",GUEST
EV-STN-125,EV-22031,2025-06-18T13:50:59.643453Z,62.29,49,FAULT,"Shamli, IN",SUBSCRIBER
EV-STN-127,EV-13801,2025-06-18T13:52:59.643453Z,48.95,46,IDLE,"Baghpat, IN",GUEST
EV-STN-129,EV-64979,2025-06-18T13:54:59.643453Z,58.51,50,FAULT,"Ghaziabad, IN",SUBSCRIBER
EV-STN-131,EV-98271,2025-06-18T13:56:59.643453Z,63.29,49,IDLE,"Noida, IN",GUEST
EV-STN-133,EV-22035,2025-06-18T13:58:59.643453Z,64.29,50,FAULT,"Greater Noida, IN",SUBSCRIBER
EV-STN-135,EV-13800,2025-06-18T14:00:59.643453Z,50.95,47,IDLE,"Faridabad, IN",GUEST
EV-STN-018,EV-5629,2025-06-18T12:02:59.643453Z,20.72,17,FAULT,Mumbai," IN"""
EV-STN-019,EV-1334,2025-06-18T12:03:59.643453Z,45.54,41,IDLE,Bangalore," IN"""
EV-STN-020,EV-3629,2025-06-18T12:04:59.643453Z,29.94,14,FAULT,Pune," IN"""
EV-STN-021,EV-8621,2025-06-18T12:05:59.643453Z,43.54,40,IDLE,Kolkata," IN"""
EV-STN-022,EV-5629,2025-06-18T12:06:59.643453Z,28.72,17,FAULT,Delhi," IN"""
EV-STN-023,EV-1334,2025-06-18T12:07:59.643453Z,45.54,41,IDLE,Hyderabad," IN"""
EV-STN-025,EV-8621,2025-06-18T12:09:59.643453Z,43.54,39,IDLE,Mumbai," IN"""
EV-STN-026,EV-5629,2025-06-18T12:10:59.643453Z,20.72,17,FAULT,Bangalore," IN"""
EV-STN-027,EV-1334,2025-06-18T12:11:59.643453Z,45.54,41,IDLE,Pune," IN"""
EV-STN-028,EV-3629,2025-06-18T12:12:59.643453Z,29.94,14,FAULT,Kolkata," IN"""
EV-STN-029,EV-8621,2025-06-18T12:13:59.643453Z,43.54,40,IDLE,Delhi," IN"""
EV-STN-031,EV-5629,2025-06-18T12:14:59.643453Z,28.72,17,FAULT,Hyderabad," IN"""
EV-STN-032,EV-1334,2025-06-18T12:15:59.643453Z,45.54,41,IDLE,Chennai," IN"""
EV-STN-033,EV-3629,2025-06-18T12:16:59.643453Z,29.94,14,FAULT,Mumbai," IN"""
EV-STN-034,EV-8621,2025-06-18T12:17:59.643453Z,43.54,39,IDLE,Bangalore," IN"""
EV-STN-035,EV-5629,2025-06-18T12:18:59.643453Z,20.72,17,FAULT,Pune," IN"""
EV-STN-036,EV-1334,2025-06-18T12:19:59.643453Z,45.54,41,IDLE,Kolkata," IN"""
EV-STN-037,EV-3629,2025-06-18T12:20:59.643453Z,29.94,14,FAULT,Delhi," IN"""
EV-STN-038,EV-8621,2025-06-18T12:21:59.643453Z,43.54,40,IDLE,Hyderabad," IN"""
EV-STN-039,EV-5629,2025-06-18T12:22:59.643453Z,28.72,17,FAULT,Chennai," IN"""
EV-STN-040,EV-1334,2025-06-18T12:23:59.643453Z,45.54,41,IDLE,Mumbai," IN"""
EV-STN-041,EV-3629,2025-06-18T12:24:59.643453Z,29.94,14,FAULT,Bangalore," IN"""
EV-STN-042,EV-8621,2025-06-18T12:25:59.643453Z,43.54,39,IDLE,Pune," IN"""
EV-STN-043,EV-5629,2025-06-18T12:26:59.643453Z,20.72,17,FAULT,Kolkata," IN"""
EV-STN-044,EV-1334,2025-06-18T12:27:59.643453Z,45.54,41,IDLE,Delhi," IN"""
EV-STN-045,EV-3629,2025-06-18T12:28:59.643453Z,29.94,14,FAULT,Hyderabad," IN"""
EV-STN-046,EV-8621,2025-06-18T12:29:59.643453Z,43.54,40,IDLE,Chennai," IN"""
EV-STN-047,EV-5629,2025-06-18T12:30:59.643453Z,28.72,17,FAULT,Mumbai," IN"""
EV-STN-048,EV-1334,2025-06-18T12:31:59.643453Z,45.54,41,IDLE,Bangalore," IN"""
EV-STN-049,EV-3629,2025-06-18T12:32:59.643453Z,29.94,14,FAULT,Pune," IN"""
EV-STN-050,EV-8621,2025-06-18T12:33:59.643453Z,43.54,39,IDLE,Kolkata," IN"""
EV-STN-051,EV-5629,2025-06-18T12:34:59.643453Z,20.72,17,FAULT,Delhi," IN"""
EV-STN-052,EV-1334,2025-06-18T12:35:59.643453Z,45.54,41,IDLE,Hyderabad," IN"""
EV-STN-053,EV-3629,2025-06-18T12:36:59.643453Z,29.94,14,FAULT,Chennai," IN"""
EV-STN-054,EV-8621,2025-06-18T12:37:59.643453Z,43.54,40,IDLE,Mumbai," IN"""
EV-STN-055,EV-5629,2025-06-18T12:38:59.643453Z,28.72,17,FAULT,Bangalore," IN"""
EV-STN-056,EV-1334,2025-06-18T12:39:59.643453Z,45.54,41,IDLE,Pune," IN"""
EV-STN-057,EV-3629,2025-06-18T12:40:59.643453Z,29.94,14,FAULT,Kolkata," IN"""
EV-STN-058,EV-8621,2025-06-18T12:41:59.643453Z,43.54,39,IDLE,Delhi," IN"""
EV-STN-059,EV-5629,2025-06-18T12:42:59.643453Z,20.72,17,FAULT,Hyderabad," IN"""
EV-STN-060,EV-1334,2025-06-18T12:43:59.643453Z,45.54,41,IDLE,Chennai," IN"""
EV-STN-061,EV-3629,2025-06-18T12:44:59.643453Z,29.94,14,FAULT,Mumbai," IN"""
EV-STN-062,EV-8621,2025-06-18T12:45:59.643453Z,43.54,40,IDLE,Bangalore," IN"""
EV-STN-063,EV-5629,2025-06-18T12:46:59.643453Z,28.72,17,FAULT,Pune," IN"""
EV-STN-064,EV-1334,2025-06-18T12:47:59.643453Z,45.54,41,IDLE,Kolkata," IN"""
EV-STN-065,EV-3629,2025-06-18T12:48:59.643453Z,29.94,14,FAULT,Delhi," IN"""
EV-STN-066,EV-8621,2025-06-18T12:49:59.643453Z,43.54,39,IDLE,Hyderabad," IN"""
EV-STN-067,EV-5629,2025-06-18T12:50:59.643453Z,20.72,17,FAULT,Chennai," IN"""
EV-STN-068,EV-1334,2025-06-18T12:51:59.643453Z,45.54,41,IDLE,Mumbai," IN"""
EV-STN-069,EV-3629,2025-06-18T12:52:59.643453Z,29.94,14,FAULT,Bangalore," IN"""
EV-STN-070,EV-8621,2025-06-18T12:53:59.643453Z,43.54,40,IDLE,Pune," IN"""
EV-STN-071,EV-5629,2025-06-18T12:54:59.643453Z,28.72,17,FAULT,Kolkata," IN"""
EV-STN-072,EV-1334,2025-06-18T12:55:59.643453Z,45.54,41,IDLE,Delhi," IN"""
EV-STN-073,EV-3629,2025-06-18T12:56:59.643453Z,29.94,14,FAULT,Hyderabad," IN"""
EV-STN-074,EV-8621,2025-06-18T12:57:59.643453Z,43.54,39,IDLE,Chennai," IN"""
EV-STN-075,EV-5629,2025-06-18T12:58:59.643453Z,20.72,17,FAULT,Mumbai," IN"""
EV-STN-076,EV-1334,2025-06-18T12:59:59.643453Z,45.54,41,IDLE,Bangalore," IN"""
EV-STN-077,EV-3629,2025-06-18T13:00:59.643453Z,29.94,14,FAULT,Pune," IN"""
EV-STN-078,EV-8621,2025-06-18T13:01:59.643453Z,43.54,40,IDLE,Kolkata," IN"""
EV-STN-079,EV-5629,2025-06-18T13:02:59.643453Z,28.72,17,FAULT,Delhi," IN"""
EV-STN-080,EV-1334,2025-06-18T13:03:59.643453Z,45.54,41,IDLE,Hyderabad," IN"""
EV-STN-081,EV-3629,2025-06-18T13:04:59.643453Z,29.94,14,FAULT,Chennai," IN"""
EV-STN-082,EV-8621,2025-06-18T13:05:59.643453Z,43.54,39,IDLE,Mumbai," IN"""
EV-STN-083,EV-5629,2025-06-18T13:06:59.643453Z,20.72,17,FAULT,Bangalore," IN"""
EV-STN-084,EV-1334,2025-06-18T13:07:59.643453Z,45.54,41,IDLE,Pune," IN"""
EV-STN-085,EV-3629,2025-06-18T13:08:59.643453Z,29.94,14,FAULT,Kolkata," IN"""
EV-STN-086,EV-8621,2025-06-18T13:09:59.643453Z,43.54,40,IDLE,Delhi," IN"""
EV-STN-087,EV-5629,2025-06-18T13:10:59.643453Z,28.72,17,FAULT,Hyderabad," IN"""
EV-STN-088,EV-1334,2025-06-18T13:11:59.643453Z,45.54,41,IDLE,Chennai," IN"""
EV-STN-089,EV-3629,2025-06-18T13:12:59.643453Z,29.94,14,FAULT,Mumbai," IN"""
EV-STN-090,EV-8621,2025-06-18T13:13:59.643453Z,43.54,39,IDLE,Bangalore," IN"""
EV-STN-091,EV-5629,2025-06-18T13:14:59.643453Z,20.72,17,FAULT,Pune," IN"""
EV-STN-092,EV-1334,2025-06-18T13:15:59.643453Z,45.54,41,IDLE,Kolkata," IN"""
EV-STN-093,EV-3629,2025-06-18T13:16:59.643453Z,29.94,14,FAULT,Delhi," IN"""
EV-STN-094,EV-8621,2025-06-18T13:17:59.643453Z,43.54,40,IDLE,Hyderabad," IN"""
EV-STN-095,EV-5629,2025-06-18T13:18:59.643453Z,28.72,17,FAULT,Chennai," IN"""
EV-STN-096,EV-1334,2025-06-18T13:19:59.643453Z,45.54,41,IDLE,Mumbai," IN"""
EV-STN-097,EV-3629,2025-06-18T13:20:59.643453Z,29.94,14,FAULT,Bangalore," IN"""
EV-STN-098,EV-8621,2025-06-18T13:21:59.643453Z,43.54,39,IDLE,Pune," IN"""
EV-STN-099,EV-5629,2025-06-18T13:22:59.643453Z,20.72,17,FAULT,Kolkata," IN"""
EV-STN-100,EV-1334,2025-06-18T13:23:59.643453Z,45.54,41,IDLE,Delhi," IN"""
EV-STN-101,EV-3629,2025-06-18T13:24:59.643453Z,29.94,14,FAULT,Hyderabad," IN"""
EV-STN-102,EV-8621,2025-06-18T13:25:59.643453Z,43.54,40,IDLE,Chennai," IN"""
EV-STN-103,EV-5629,2025-06-18T13:26:59.643453Z,28.72,17,FAULT,Mumbai," IN"""
EV-STN-104,EV-1334,2025-06-18T13:27:59.643453Z,45.54,41,IDLE,Bangalore," IN"""
EV-STN-105,EV-3629,2025-06-18T13:28:59.643453Z,29.94,14,FAULT,Pune," IN"""
EV-STN-106,EV-8621,2025-06-18T13:29:59.643453Z,43.54,39,IDLE,Kolkata," IN"""
EV-STN-107,EV-5629,2025-06-18T13:30:59.643453Z,20.72,17,FAULT,Delhi," IN"""
EV-STN-108,EV-1334,2025-06-18T13:31:59.643453Z,45.54,41,IDLE,Hyderabad," IN"""
EV-STN-109,EV-3629,2025-06-18T13:32:59.643453Z,29.94,14,FAULT,Chennai," IN"""
EV-STN-110,EV-8621,2025-06-18T13:33:59.643453Z,43.54,40,IDLE,Mumbai," IN"""
EV-STN-111,EV-5629,2025-06-18T13:34:59.643453Z,28.72,17,FAULT,Bangalore," IN"""
EV-STN-112,EV-1334,2025-06-18T13:35:59.643453Z,45.54,41,IDLE,Pune," IN"""
EV-STN-113,EV-3629,2025-06-18T13:36:59.643453Z,29.94,14,FAULT,Kolkata," IN"""
EV-STN-114,EV-8621,2025-06-18T13:37:59.643453Z,43.54,39,IDLE,Delhi," IN"""
EV-STN-115,EV-5629,2025-06-18T13:38:59.643453Z,20.72,17,FAULT,Hyderabad," IN"""
EV-STN-116,EV-1334,2025-06-18T13:39:59.643453Z,45.54,41,IDLE,Chennai," IN"""
EV-STN-117,EV-3629,2025-06-18T13:40:59.643453Z,29.94,14,FAULT,Mumbai," IN"""
EV-STN-118,EV-8621,2025-06-18T13:41:59.643453Z,43.54,40,IDLE,Bangalore," IN"""
EV-STN-119,EV-5629,2025-06-18T13:42:59.643453Z,28.72,17,FAULT,Pune," IN"""
EV-STN-120,EV-1334,2025-06-18T13:43:59.643453Z,45.54,41,IDLE,Kolkata," IN"""
EV-STN-121,EV-3629,2025-06-18T13:44:59.643453Z,29.94,14,FAULT,Delhi," IN"""
EV-STN-122,EV-8621,2025-06-18T13:45:59.643453Z,43.54,39,IDLE,Hyderabad," IN"""
EV-STN-123,EV-5629,2025-06-18T13:46:59.643453Z,20.72,17,FAULT,Chennai," IN"""
EV-STN-124,EV-1334,2025-06-18T13:47:59.643453Z,45.54,41,IDLE,Mumbai," IN"""
EV-STN-125,EV-3629,2025-06-18T13:48:59.643453Z,29.94,14,FAULT,Bangalore," IN"""
EV-STN-126,EV-8621,2025-06-18T13:49:59.643453Z,43.54,40,IDLE,Pune," IN"""
EV-STN-127,EV-5629,2025-06-18T13:50:59.643453Z,28.72,17,FAULT,Kolkata," IN"""
EV-STN-128,EV-1334,2025-06-18T13:51:59.643453Z,45.54,41,IDLE,Delhi," IN"""
EV-STN-129,EV-3629,2025-06-18T13:52:59.643453Z,29.94,14,FAULT,Hyderabad," IN"""
EV-STN-130,EV-8621,2025-06-18T13:53:59.643453Z,43.54,39,IDLE,Chennai," IN"""
EV-STN-131,EV-5629,2025-06-18T13:54:59.643453Z,20.72,17,FAULT,Mumbai," IN"""
EV-STN-132,EV-1334,2025-06-18T13:55:59.643453Z,45.54,41,IDLE,Bangalore," IN"""
EV-STN-133,EV-3629,2025-06-18T13:56:59.643453Z,29.94,14,FAULT,Pune," IN"""
EV-STN-134,EV-8621,2025-06-18T13:57:59.643453Z,43.54,40,IDLE,Kolkata," IN"""
EV-STN-135,EV-5629,2025-06-18T13:58:59.643453Z,28.72,17,FAULT,Delhi," IN"""
EV-STN-136,EV-1334,2025-06-18T13:59:59.643453Z,45.54,41,IDLE,Hyderabad," IN"""
EV-STN-137,EV-3629,2025-06-18T14:00:59.643453Z,29.94,14,FAULT,Chennai," IN"""
EV-STN-138,EV-8621,2025-06-18T14:01:59.643453Z,43.54,39,IDLE,Mumbai," IN"""
EV-STN-139,EV-5629,2025-06-18T14:02:59.643453Z,20.72,17,FAULT,Bangalore," IN"""
EV-STN-140,EV-1334,2025-06-18T14:03:59.643453Z,45.54,41,IDLE,Pune," IN"""
EV-STN-141,EV-3629,2025-06-18T14:04:59.643453Z,29.94,14,FAULT,Kolkata," IN"""
EV-STN-142,EV-8621,2025-06-18T14:05:59.643453Z,43.54,40,IDLE,Delhi," IN"""
EV-STN-143,EV-5629,2025-06-18T14:06:59.643453Z,28.72,17,FAULT,Hyderabad," IN"""
EV-STN-144,EV-1334,2025-06-18T14:07:59.643453Z,45.54,41,IDLE,Chennai," IN"""
EV-STN-145,EV-3629,2025-06-18T14:08:59.643453Z,29.94,14,FAULT,Mumbai," IN"""
EV-STN-146,EV-8621,2025-06-18T14:09:59.643453Z,43.54,39,IDLE,Bangalore," IN"""
EV-STN-147,EV-5629,2025-06-18T14:10:59.643453Z,20.72,17,FAULT,Pune," IN"""
EV-STN-148,EV-1334,2025-06-18T14:11:59.643453Z,45.54,41,IDLE,Kolkata," IN"""
EV-STN-149,EV-3629,2025-06-18T14:12:59.643453Z,29.94,14,FAULT,Delhi," IN"""
EV-STN-150,EV-8621,2025-06-18T14:13:59.643453Z,43.54,40,IDLE,Hyderabad," IN"""
EV-STN-151,EV-5629,2025-06-18T14:14:59.643453Z,28.72,17,FAULT,Chennai," IN"""
EV-STN-152,EV-1334,2025-06-18T14:15:59.643453Z,45.54,41,IDLE,Mumbai," IN"""
EV-STN-004,EV-3629,2025-06-18T11:40:59.643453Z,26.14,35,IDLE,"Pune, IN",GUEST
EV-STN-005,EV-28921,2025-06-18T11:41:59.643453Z,45.29,29,IDLE,"Mumbai, IN",SUBSCRIBER
EV-STN-006,EV-56231,2025-06-18T11:42:59.643453Z,22.75,44,FAULT,"Kolkata, IN",SUBSCRIBER
EV-STN-007,EV-73451,2025-06-18T11:43:59.643453Z,28.42,38,IDLE,"Delhi, IN",GUEST
EV-STN-008,EV-98211,2025-06-18T11:44:59.643453Z,43.92,32,IDLE,"Hyderabad, IN",SUBSCRIBER
EV-STN-009,EV-115291,2025-06-18T11:45:59.643453Z,39.85,40,FAULT,"Chennai, IN",SUBSCRIBER
EV-STN-011,EV-139511,2025-06-18T11:46:59.643453Z,25.19,41,IDLE,"Bangalore, IN",GUEST
EV-STN-012,EV-163741,2025-06-18T11:47:59.643453Z,44.29,35,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-013,EV-187971,2025-06-18T11:48:59.643453Z,24.15,38,IDLE,"Mumbai, IN",SUBSCRIBER
EV-STN-014,EV-212201,2025-06-18T11:49:59.643453Z,45.95,39,IDLE,"Kolkata, IN",GUEST
EV-STN-015,EV-236431,2025-06-18T11:50:59.643453Z,43.18,44,FAULT,"Delhi, IN",SUBSCRIBER
EV-STN-016,EV-260661,2025-06-18T11:51:59.643453Z,39.29,41,IDLE,"Hyderabad, IN",GUEST
EV-STN-018,EV-2841,2025-06-18T11:52:59.643453Z,24.92,32,IDLE,"Chennai, IN",SUBSCRIBER
EV-STN-020,EV-297941,2025-06-18T11:53:59.643453Z,29.85,35,FAULT,"Bangalore, IN",SUBSCRIBER
EV-STN-021,EV-322011,2025-06-18T11:54:59.643453Z,25.42,38,IDLE,"Pune, IN",GUEST
EV-STN-022,EV-346081,2025-06-18T11:55:59.643453Z,43.42,40,IDLE,"Mumbai, IN",SUBSCRIBER
EV-STN-023,EV-370151,2025-06-18T11:56:59.643453Z,24.19,44,FAULT,"Kolkata, IN",SUBSCRIBER
EV-STN-024,EV-394221,2025-06-18T11:57:59.643453Z,45.29,41,IDLE,"Delhi, IN",GUEST
EV-STN-025,EV-418291,2025-06-18T11:58:59.643453Z,29.82,32,IDLE,"Hyderabad, IN",SUBSCRIBER
EV-STN-027,EV-442361,2025-06-18T11:59:59.643453Z,43.85,38,FAULT,"Chennai, IN",SUBSCRIBER
EV-STN-028,EV-466431,2025-06-18T12:00:59.643453Z,24.59,40,IDLE,"Bangalore, IN",GUEST
EV-STN-030,EV-5001,2025-06-18T12:01:59.643453Z,25.25,41,IDLE,"Pune, IN",SUBSCRIBER
EV-STN-031,EV-530071,2025-06-18T12:02:59.643453Z,45.49,32,FAULT,"Mumbai, IN",SUBSCRIBER
EV-STN-032,EV-553841,2025-06-18T12:03:59.643453Z,29.85,40,IDLE,"Kolkata, IN",GUEST
EV-STN-033,EV-577011,2025-06-18T12:04:59.643453Z,24.18,41,IDLE,"Delhi, IN",SUBSCRIBER
EV-STN-034,EV-600181,2025-06-18T12:05:59.643453Z,43.29,35,FAULT,"Hyderabad, IN",SUBSCRIBER
EV-STN-035,EV-623251,2025-06-18T12:06:59.643453Z,25.42,41,IDLE,"Chennai, IN",GUEST
EV-STN-036,EV-646321,2025-06-18T12:07:59.643453Z,29.59,38,IDLE,"Bangalore, IN",SUBSCRIBER
EV-STN-037,EV-669391,2025-06-18T12:08:59.643453Z,45.49,41,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-038,EV-692461,2025-06-18T12:09:59.643453Z,24.85,35,IDLE,"Mumbai, IN",GUEST
EV-STN-039,EV-715531,2025-06-18T12:10:59.643453Z,43.85,40,IDLE,"Kolkata, IN",SUBSCRIBER
EV-STN-040,EV-738601,2025-06-18T12:11:59.643453Z,29.15,38,IDLE,"Delhi, IN",SUBSCRIBER
EV-STN-041,EV-761671,2025-06-18T12:12:59.643453Z,45.29,41,IDLE,"Hyderabad, IN",GUEST
EV-STN-042,EV-784741,2025-06-18T12:13:59.643453Z,24.59,40,IDLE,"Chennai, IN",SUBSCRIBER
EV-STN-043,EV-807811,2025-06-18T12:14:59.643453Z,43.92,32,IDLE,"Bangalore, IN",GUEST
EV-STN-044,EV-830881,2025-06-18T12:15:59.643453Z,45.49,41,IDLE,"Pune, IN",SUBSCRIBER
