station_id,vehicle_id,timestamp,charge_kwh,duration_min,status,location,user_type
EV-STN-027,EV-4635,2025-07-01T10:38:00.000000Z,41.41,37,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-028,EV-1372,2025-07-01T10:39:00.000000Z,33.95,24,IDLE,"Kolkata, IN",GUEST
EV-STN-029,EV-8259,2025-07-01T10:40:00.000000Z,28.58,16,CHARGING,"Hyderabad, IN",SUBSCRIBER
EV-STN-030,EV-4952,2025-07-01T10:41:00.000000Z,40.75,20,IDLE,"Chennai, IN",GUEST
EV-STN-031,EV-1721,2025-07-01T10:42:00.000000Z,26.84,47,FAULT,"Bangalore, IN",SUBSCRIBER
EV-STN-032,EV-7413,2025-07-01T10:43:00.000000Z,31.13,18,IDLE,"Mumbai, IN",GUEST
EV-STN-033,EV-4291,2025-07-01T10:44:00.000000Z,39.97,13,CHARGING,"Delhi, IN",SUBSCRIBER
EV-STN-034,EV-1538,2025-07-01T10:45:00.000000Z,27.69,25,IDLE,"Pune, IN",GUEST
EV-STN-035,EV-8998,2025-07-01T10:46:00.000000Z,35.29,44,FAULT,"Kolkata, IN",SUBSCRIBER
EV-STN-036,EV-2173,2025-07-01T10:47:00.000000Z,30.48,21,IDLE,"Hyderabad, IN",GUEST
EV-STN-037,EV-7651,2025-07-01T10:48:00.000000Z,42.52,15,CHARGING,"Chennai, IN",SUBSCRIBER
EV-STN-038,EV-3934,2025-07-01T10:49:00.000000Z,28.93,49,IDLE,"Bangalore, IN",GUEST
EV-STN-039,EV-1839,2025-07-01T10:50:00.000000Z,26.23,19,FAULT,"Mumbai, IN",SUBSCRIBER
EV-STN-040,EV-8432,2025-07-01T10:51:00.000000Z,32.75,16,IDLE,"Delhi, IN",GUEST
EV-STN-041,EV-4557,2025-07-01T10:52:00.000000Z,40.17,45,CHARGING,"Pune, IN",SUBSCRIBER
EV-STN-042,EV-1293,2025-07-01T10:53:00.000000Z,29.51,24,IDLE,"Kolkata, IN",GUEST
EV-STN-043,EV-9511,2025-07-01T10:54:00.000000Z,27.92,17,FAULT,"Hyderabad, IN",SUBSCRIBER
EV-STN-044,EV-2793,2025-07-01T10:55:00.000000Z,38.64,20,IDLE,"Chennai, IN",GUEST
EV-STN-045,EV-8231,2025-07-01T10:56:00.000000Z,42.85,14,CHARGING,"Bangalore, IN",SUBSCRIBER
EV-STN-046,EV-1472,2025-07-01T10:57:00.000000Z,30.19,48,IDLE,"Mumbai, IN",GUEST
EV-STN-047,EV-4999,2025-07-01T10:58:00.000000Z,25.95,19,FAULT,"Delhi, IN",SUBSCRIBER
EV-STN-048,EV-1871,2025-07-01T10:59:00.000000Z,39.52,16,IDLE,"Pune, IN",GUEST
EV-STN-049,EV-8113,2025-07-01T11:00:00.000000Z,36.38,47,CHARGING,"Kolkata, IN",SUBSCRIBER
EV-STN-050,EV-2579,2025-07-01T11:01:00.000000Z,29.04,23,IDLE,"Hyderabad, IN",GUEST
EV-STN-051,EV-9315,2025-07-01T11:02:00.000000Z,27.14,18,FAULT,"Chennai, IN",SUBSCRIBER
EV-STN-052,EV-3933,2025-07-01T11:03:00.000000Z,41.63,15,IDLE,"Bangalore, IN",GUEST
EV-STN-053,EV-1759,2025-07-01T11:04:00.000000Z,30.62,49,CHARGING,"Mumbai, IN",SUBSCRIBER
EV-STN-054,EV-8237,2025-07-01T11:05:00.000000Z,26.58,25,IDLE,"Delhi, IN",GUEST
EV-STN-055,EV-4599,2025-07-01T11:06:00.000000Z,39.18,20,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-056,EV-1371,2025-07-01T11:07:00.000000Z,34.49,16,IDLE,"Kolkata, IN",GUEST
EV-STN-057,EV-8512,2025-07-01T11:08:00.000000Z,41.93,14,CHARGING,"Hyderabad, IN",SUBSCRIBER
EV-STN-058,EV-2937,2025-07-01T11:09:00.000000Z,29.29,24,IDLE,"Chennai, IN",GUEST
EV-STN-059,EV-9679,2025-07-01T11:10:00.000000Z,27.76,48,FAULT,"Bangalore, IN",SUBSCRIBER
EV-STN-060,EV-1532,2025-07-01T11:11:00.000000Z,30.39,19,IDLE,"Mumbai, IN",GUEST
EV-STN-061,EV-8315,2025-07-01T11:12:00.000000Z,39.45,15,CHARGING,"Delhi, IN",SUBSCRIBER
EV-STN-062,EV-1898,2025-07-01T11:13:00.000000Z,34.14,47,IDLE,"Pune, IN",GUEST
EV-STN-063,EV-8759,2025-07-01T11:14:00.000000Z,28.59,20,FAULT,"Kolkata, IN",SUBSCRIBER
EV-STN-064,EV-2191,2025-07-01T11:15:00.000000Z,26.94,16,IDLE,"Hyderabad, IN",GUEST
EV-STN-065,EV-9411,2025-07-01T11:16:00.000000Z,41.29,49,CHARGING,"Chennai, IN",SUBSCRIBER
EV-STN-066,EV-3871,2025-07-01T11:17:00.000000Z,29.89,25,IDLE,"Bangalore, IN",GUEST
EV-STN-067,EV-1793,2025-07-01T11:18:00.000000Z,38.27,19,FAULT,"Mumbai, IN",SUBSCRIBER
EV-STN-068,EV-8573,2025-07-01T11:19:00.000000Z,30.85,16,IDLE,"Delhi, IN",GUEST
EV-STN-069,EV-4715,2025-07-01T11:20:00.000000Z,42.43,48,CHARGING,"Pune, IN",SUBSCRIBER
EV-STN-070,EV-1639,2025-07-01T11:21:00.000000Z,27.35,24,IDLE,"Kolkata, IN",GUEST
EV-STN-071,EV-8832,2025-07-01T11:22:00.000000Z,36.94,15,FAULT,"Hyderabad, IN",SUBSCRIBER
EV-STN-072,EV-2993,2025-07-01T11:23:00.000000Z,30.11,20,IDLE,"Chennai, IN",GUEST
EV-STN-073,EV-9739,2025-07-01T11:24:00.000000Z,41.65,49,CHARGING,"Bangalore, IN",SUBSCRIBER
EV-STN-074,EV-1972,2025-07-01T11:25:00.000000Z,29.52,19,IDLE,"Mumbai, IN",GUEST
EV-STN-075,EV-8699,2025-07-01T11:26:00.000000Z,27.98,16,FAULT,"Delhi, IN",SUBSCRIBER
EV-STN-076,EV-4859,2025-07-01T11:27:00.000000Z,39.21,48,IDLE,"Pune, IN",GUEST
EV-STN-077,EV-9025,2025-07-01T11:28:00.000000Z,30.53,20,CHARGING,"Kolkata, IN",SUBSCRIBER
EV-STN-078,EV-2235,2025-07-01T11:29:00.000000Z,28.15,25,IDLE,"Hyderabad, IN",GUEST
EV-STN-079,EV-9499,2025-07-01T11:30:00.000000Z,26.79,19,FAULT,"Chennai, IN",SUBSCRIBER
EV-STN-080,EV-4039,2025-07-01T11:31:00.000000Z,41.11,16,IDLE,"Bangalore, IN",GUEST
EV-STN-081,EV-2058,2025-07-01T11:32:00.000000Z,30.29,48,CHARGING,"Mumbai, IN",SUBSCRIBER
EV-STN-082,EV-8812,2025-07-01T11:33:00.000000Z,27.67,24,IDLE,"Delhi, IN",GUEST
EV-STN-083,EV-4999,2025-07-01T11:34:00.000000Z,39.57,20,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-084,EV-1679,2025-07-01T11:35:00.000000Z,34.81,16,IDLE,"Kolkata, IN",GUEST
EV-STN-085,EV-9159,2025-07-01T11:36:00.000000Z,41.89,15,CHARGING,"Hyderabad, IN",SUBSCRIBER
EV-STN-086,EV-2893,2025-07-01T11:37:00.000000Z,29.95,25,IDLE,"Chennai, IN",GUEST
EV-STN-087,EV-9932,2025-07-01T11:38:00.000000Z,27.42,20,FAULT,"Bangalore, IN",SUBSCRIBER
EV-STN-088,EV-1832,2025-07-01T11:39:00.000000Z,30.79,16,IDLE,"Mumbai, IN",GUEST
EV-STN-089,EV-8713,2025-07-01T11:40:00.000000Z,39.39,48,CHARGING,"Delhi, IN",SUBSCRIBER
EV-STN-090,EV-4919,2025-07-01T11:41:00.000000Z,27.94,24,IDLE,"Pune, IN",GUEST
EV-STN-091,EV-9269,2025-07-01T11:42:00.000000Z,30.23,19,FAULT,"Kolkata, IN",SUBSCRIBER
EV-STN-092,EV-2513,2025-07-01T11:43:00.000000Z,41.73,16,IDLE,"Hyderabad, IN",GUEST
EV-STN-093,EV-9612,2025-07-01T11:44:00.000000Z,26.99,48,CHARGING,"Chennai, IN",SUBSCRIBER
EV-STN-094,EV-4239,2025-07-01T11:45:00.000000Z,29.49,25,IDLE,"Bangalore, IN",GUEST
EV-STN-095,EV-2113,2025-07-01T11:46:00.000000Z,30.93,20,FAULT,"Mumbai, IN",SUBSCRIBER
EV-STN-096,EV-8932,2025-07-01T11:47:00.000000Z,27.19,16,IDLE,"Delhi, IN",GUEST
EV-STN-097,EV-5139,2025-07-01T11:48:00.000000Z,41.29,49,CHARGING,"Pune, IN",SUBSCRIBER
EV-STN-098,EV-1873,2025-07-01T11:49:00.000000Z,34.59,24,IDLE,"Kolkata, IN",GUEST
EV-STN-099,EV-9419,2025-07-01T11:50:00.000000Z,28.53,20,FAULT,"Hyderabad, IN",SUBSCRIBER
EV-STN-100,EV-2759,2025-07-01T11:51:00.000000Z,41.91,16,IDLE,"Chennai, IN",GUEST
EV-STN-004,EV-2198,2025-06-18T11:49:59.643453Z,12.19,52,IDLE,"Mumbai, IN",GUEST
EV-STN-005,EV-6513,2025-06-18T11:50:59.643453Z,41.95,25,CHARGING,"Delhi, IN",SUBSCRIBER
EV-STN-006,EV-9842,2025-06-18T11:51:59.643453Z,35.67,48,IDLE,"Kolkata, IN",GUEST
EV-STN-007,EV-1375,2025-06-18T11:52:59.643453Z,22.14,31,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-008,EV-4269,2025-06-18T11:53:59.643453Z,50.81,13,IDLE,"Ahmedabad, IN",GUEST
EV-STN-009,EV-7532,2025-06-18T11:54:59.643453Z,11.92,35,CHARGING,"Surat, IN",SUBSCRIBER
EV-STN-010,EV-1928,2025-06-18T11:55:59.643453Z,40.25,50,IDLE,"Jaipur, IN",GUEST
EV-STN-011,EV-6184,2025-06-18T11:56:59.643453Z,46.38,27,FAULT,"Lucknow, IN",SUBSCRIBER
EV-STN-012,EV-8491,2025-06-18T11:57:59.643453Z,17.19,44,IDLE,"Kanpur, IN",GUEST
EV-STN-013,EV-2753,2025-06-18T11:58:59.643453Z,29.85,18,CHARGING,"Nagpur, IN",SUBSCRIBER
EV-STN-014,EV-4389,2025-06-18T11:59:59.643453Z,39.17,22,IDLE,"Indore, IN",GUEST
EV-STN-015,EV-6951,2025-06-18T12:00:59.643453Z,15.92,41,FAULT,"Bhopal, IN",SUBSCRIBER
EV-STN-016,EV-2164,2025-06-18T12:01:59.643453Z,48.52,30,IDLE,"Patna, IN",GUEST
EV-STN-017,EV-3825,2025-06-18T12:02:59.643453Z,27.11,19,CHARGING,"Ranchi, IN",SUBSCRIBER
EV-STN-018,EV-5497,2025-06-18T12:03:59.643453Z,43.85,29,IDLE,"Raipur, IN",GUEST
EV-STN-019,EV-7161,2025-06-18T12:04:59.643453Z,13.47,46,FAULT,"Bhubaneswar, IN",SUBSCRIBER
EV-STN-020,EV-2472,2025-06-18T12:05:59.643453Z,36.93,34,IDLE,"Bhilai, IN",GUEST
EV-STN-021,EV-4133,2025-06-18T12:06:59.643453Z,45.79,24,CHARGING,"Cochin, IN",SUBSCRIBER
EV-STN-022,EV-5819,2025-06-18T12:07:59.643453Z,23.59,17,IDLE,"Coimbatore, IN",GUEST
EV-STN-023,EV-7485,2025-06-18T12:08:59.643453Z,19.23,40,FAULT,"Visakhapatnam, IN",SUBSCRIBER
EV-STN-024,EV-2791,2025-06-18T12:09:59.643453Z,42.15,21,IDLE,"Vijayawada, IN",GUEST
EV-STN-025,EV-4457,2025-06-18T12:10:59.643453Z,31.46,32,CHARGING,"Tirupati, IN",SUBSCRIBER
EV-STN-026,EV-6139,2025-06-18T12:11:59.643453Z,14.92,45,IDLE,"Warangal, IN",GUEST
EV-STN-027,EV-7831,2025-06-18T12:12:59.643453Z,20.75,26,FAULT,"Guntur, IN",SUBSCRIBER
EV-STN-028,EV-3147,2025-06-18T12:13:59.643453Z,49.18,16,IDLE,"Nellore, IN",GUEST
EV-STN-029,EV-4813,2025-06-18T12:14:59.643453Z,25.39,28,CHARGING,"Kakinada, IN",SUBSCRIBER
EV-STN-030,EV-6495,2025-06-18T12:15:59.643453Z,12.59,38,IDLE,"Rajahmundry, IN",GUEST
EV-STN-031,EV-8177,2025-06-18T12:16:59.643453Z,22.85,33,FAULT,"Eluru, IN",SUBSCRIBER
EV-STN-032,EV-3521,2025-06-18T12:17:59.643453Z,46.29,20,IDLE,"Vizianagaram, IN",GUEST
EV-STN-033,EV-5189,2025-06-18T12:18:59.643453Z,18.53,25,CHARGING,"Srikakulam, IN",SUBSCRIBER
EV-STN-034,EV-6873,2025-06-18T12:19:59.643453Z,13.19,43,IDLE,"Ongole, IN",GUEST
EV-STN-035,EV-8561,2025-06-18T12:20:59.643453Z,40.67,19,FAULT,"Nandyal, IN",SUBSCRIBER
EV-STN-036,EV-3915,2025-06-18T12:21:59.643453Z,29.43,23,IDLE,"Kurnool, IN",GUEST
EV-STN-037,EV-5589,2025-06-18T12:22:59.643453Z,21.91,36,CHARGING,"Anantapur, IN",SUBSCRIBER
EV-STN-038,EV-7277,2025-06-18T12:23:59.643453Z,15.39,42,IDLE,"Hospet, IN",GUEST
EV-STN-039,EV-8965,2025-06-18T12:24:59.643453Z,27.59,26,FAULT,"Bellary, IN",SUBSCRIBER
EV-STN-040,EV-4297,2025-06-18T12:25:59.643453Z,44.29,18,IDLE,"Davanagere, IN",GUEST
EV-STN-041,EV-5973,2025-06-18T12:26:59.643453Z,19.85,31,CHARGING,"Shimoga, IN",SUBSCRIBER
EV-STN-042,EV-7659,2025-06-18T12:27:59.643453Z,11.19,40,IDLE,"Tumkur, IN",GUEST
EV-STN-043,EV-9349,2025-06-18T12:28:59.643453Z,24.67,22,FAULT,"Chitradurga, IN",SUBSCRIBER
EV-STN-044,EV-4671,2025-06-18T12:29:59.643453Z,48.13,25,IDLE,"Hassan, IN",GUEST
EV-STN-045,EV-6429,2025-06-18T12:30:59.643453Z,16.53,33,CHARGING,"Mandya, IN",SUBSCRIBER
EV-STN-046,EV-8121,2025-06-18T12:31:59.643453Z,26.19,38,IDLE,"Mysore, IN",GUEST
EV-STN-047,EV-9833,2025-06-18T12:32:59.643453Z,45.79,27,FAULT,"Belgaum, IN",SUBSCRIBER
EV-STN-048,EV-5095,2025-06-18T12:33:59.643453Z,14.29,24,IDLE,"Dharwad, IN",GUEST
EV-STN-049,EV-6817,2025-06-18T12:34:59.643453Z,20.67,41,CHARGING,"Gulbarga, IN",SUBSCRIBER
EV-STN-050,EV-8453,2025-06-18T12:35:59.643453Z,11.39,45,IDLE,"Bidar, IN",GUEST
EV-STN-051,EV-3719,2025-06-18T12:36:59.643453Z,28.29,32,FAULT,"Yadgir, IN",SUBSCRIBER
EV-STN-052,EV-5447,2025-06-18T12:37:59.643453Z,17.19,29,IDLE,"Raichur, IN",GUEST
EV-STN-053,EV-7113,2025-06-18T12:38:59.643453Z,43.19,23,CHARGING,"Koppal, IN",SUBSCRIBER
EV-STN-054,EV-8777,2025-06-18T12:39:59.643453Z,13.79,36,IDLE,"Gadag, IN",GUEST
EV-STN-055,EV-4031,2025-06-18T12:40:59.643453Z,22.29,39,FAULT,"Haveri, IN",SUBSCRIBER
EV-STN-056,EV-5757,2025-06-18T12:41:59.643453Z,19.19,44,IDLE,"Shivamogga, IN",GUEST
EV-STN-057,EV-7471,2025-06-18T12:42:59.643453Z,46.19,21,CHARGING,"Chikkamagaluru, IN",SUBSCRIBER
EV-STN-058,EV-9295,2025-06-18T12:43:59.643453Z,15.19,43,IDLE,"Dakshina Kannada, IN",GUEST
EV-STN-059,EV-4613,2025-06-18T12:44:59.643453Z,40.29,25,FAULT,"Uttara Kannada, IN",SUBSCRIBER
EV-STN-060,EV-6341,2025-06-18T12:45:59.643453Z,18.19,38,IDLE,"Udupi, IN",GUEST
EV-STN-061,EV-8065,2025-06-18T12:46:59.643453Z,27.29,22,CHARGING,"Kodagu, IN",SUBSCRIBER
EV-STN-062,EV-9717,2025-06-18T12:47:59.643453Z,12.19,40,IDLE,"Mysore, IN",GUEST
EV-STN-063,EV-5133,2025-06-18T12:48:59.643453Z,29.19,33,FAULT,"Chamarajanagar, IN",SUBSCRIBER
EV-STN-064,EV-6929,2025-06-18T12:49:59.643453Z,14.19,42,IDLE,"Ramanagara, IN",GUEST
EV-STN-065,EV-8641,2025-06-18T12:50:59.643453Z,25.19,27,CHARGING,"Tumkur, IN",SUBSCRIBER
EV-STN-066,EV-4377,2025-06-18T12:51:59.643453Z,20.19,35,IDLE,"Chitradurga, IN",GUEST
EV-STN-067,EV-6029,2025-06-18T12:52:59.643453Z,16.19,30,FAULT,"Hassan, IN",SUBSCRIBER
EV-STN-068,EV-7733,2025-06-18T12:53:59.643453Z,18.19,41,IDLE,"Mandya, IN",GUEST
EV-STN-069,EV-9457,2025-06-18T12:54:59.643453Z,23.19,22,CHARGING,"Mysore, IN",SUBSCRIBER
EV-STN-070,EV-4797,2025-06-18T12:55:59.643453Z,19.19,39,IDLE,"Kodagu, IN",GUEST
EV-STN-071,EV-6549,2025-06-18T12:56:59.643453Z,15.19,33,FAULT,"Uttara Kannada, IN",SUBSCRIBER
EV-STN-072,EV-8257,2025-06-18T12:57:59.643453Z,12.19,45,IDLE,"Dakshina Kannada, IN",GUEST
EV-STN-073,EV-3591,2025-06-18T12:58:59.643453Z,28.19,26,CHARGING,"Udupi, IN",SUBSCRIBER
EV-STN-074,EV-4913,2025-06-18T12:59:59.643453Z,22.19,31,IDLE,"Chikkamagaluru, IN",GUEST
EV-STN-075,EV-6665,2025-06-18T13:00:59.643453Z,17.19,37,FAULT,"Shivamogga, IN",SUBSCRIBER
EV-STN-076,EV-8397,2025-06-18T13:01:59.643453Z,14.19,42,IDLE,"Haveri, IN",GUEST
EV-STN-077,EV-4237,2025-06-18T13:02:59.643453Z,27.19,24,CHARGING,"Gadag, IN",SUBSCRIBER
EV-STN-078,EV-5989,2025-06-18T13:03:59.643453Z,20.19,40,IDLE,"Koppal, IN",GUEST
EV-STN-079,EV-7721,2025-06-18T13:04:59.643453Z,15.19,36,FAULT,"Raichur, IN",SUBSCRIBER
EV-STN-080,EV-3565,2025-06-18T13:05:59.643453Z,24.19,29,IDLE,"Yadgir, IN",GUEST
EV-STN-081,EV-5233,2025-06-18T13:06:59.643453Z,19.19,33,CHARGING,"Bidar, IN",SUBSCRIBER
EV-STN-082,EV-7067,2025-06-18T13:07:59.643453Z,12.19,44,IDLE,"Gulbarga, IN",GUEST
EV-STN-083,EV-8821,2025-06-18T13:08:59.643453Z,21.19,26,FAULT,"Belgaum, IN",SUBSCRIBER
EV-STN-084,EV-4633,2025-06-18T13:09:59.643453Z,16.19,39,IDLE,"Dharwad, IN",GUEST
EV-STN-085,EV-6397,2025-06-18T13:10:59.643453Z,14.19,42,CHARGING,"Hospet, IN",SUBSCRIBER
EV-STN-086,EV-8197,2025-06-18T13:11:59.643453Z,11.19,45,IDLE,"Bellary, IN",GUEST
EV-STN-087,EV-3957,2025-06-18T13:12:59.643453Z,29.19,23,FAULT,"Anantapur, IN",SUBSCRIBER
EV-STN-088,EV-5713,2025-06-18T13:13:59.643453Z,20.19,38,IDLE,"Kurnool, IN",GUEST
EV-STN-089,EV-7437,2025-06-18T13:14:59.643453Z,18.19,32,CHARGING,"Nandyal, IN",SUBSCRIBER
EV-STN-090,EV-9177,2025-06-18T13:15:59.643453Z,15.19,41,IDLE,"Ongole, IN",GUEST
EV-STN-091,EV-4497,2025-06-18T13:16:59.643453Z,26.19,27,FAULT,"Srikakulam, IN",SUBSCRIBER
EV-STN-092,EV-6249,2025-06-18T13:17:59.643453Z,12.19,43,IDLE,"Vizianagaram, IN",GUEST
EV-STN-093,EV-7967,2025-06-18T13:18:59.643453Z,24.19,21,CHARGING,"Visakhapatnam, IN",SUBSCRIBER
EV-STN-094,EV-4721,2025-06-18T13:19:59.643453Z,20.19,39,IDLE,"East Godavari, IN",GUEST
EV-STN-095,EV-6517,2025-06-18T13:20:59.643453Z,16.19,36,FAULT,"West Godavari, IN",SUBSCRIBER
EV-STN-096,EV-8281,2025-06-18T13:21:59.643453Z,14.19,42,IDLE,"Krishna, IN",GUEST
EV-STN-097,EV-4039,2025-06-18T13:22:59.643453Z,28.19,24,CHARGING,"Guntur, IN",SUBSCRIBER
EV-STN-098,EV-5845,2025-06-18T13:23:59.643453Z,22.19,38,IDLE,"Prakasam, IN",GUEST
EV-STN-099,EV-7609,2025-06-18T13:24:59.643453Z,18.19,33,FAULT,"Nellore, IN",SUBSCRIBER
EV-STN-100,EV-9381,2025-06-18T13:25:59.643453Z,15.19,44,IDLE,"Chittoor, IN",GUEST
EV-STN-004,EV-2198,2025-06-18T11:49:59.643453Z,22.18,47,IDLE,"Mumbai, IN",GUEST
EV-STN-005,EV-7412,2025-06-18T11:50:59.643453Z,38.42,19,FAULT,"Delhi, IN",SUBSCRIBER
EV-STN-006,EV-3985,2025-06-18T11:51:59.643453Z,27.85,51,IDLE,"Kolkata, IN",GUEST
EV-STN-007,EV-1936,2025-06-18T11:52:59.643453Z,31.49,44,FAULT,"Pune, IN",SUBSCRIBER
EV-STN-008,EV-6251,2025-06-18T11:53:59.643453Z,43.21,17,IDLE,"Ahmedabad, IN",GUEST
EV-STN-009,EV-8513,2025-06-18T11:54:59.643453Z,24.65,23,FAULT,"Surat, IN",SUBSCRIBER
EV-STN-010,EV-4639,2025-06-18T11:55:59.643453Z,35.78,49,IDLE,"Jaipur, IN",GUEST
EV-STN-011,EV-2793,2025-06-18T11:56:59.643453Z,41.93,13,FAULT,"Coimbatore, IN",SUBSCRIBER
EV-STN-012,EV-1357,2025-06-18T11:57:59.643453Z,48.15,21,IDLE,"Lucknow, IN",GUEST
EV-STN-013,EV-6932,2025-06-18T11:58:59.643453Z,26.51,45,FAULT,"Nagpur, IN",SUBSCRIBER
EV-STN-014,EV-5175,2025-06-18T11:59:59.643453Z,33.84,18,IDLE,"Visakhapatnam, IN",GUEST
EV-STN-015,EV-8291,2025-06-18T12:00:59.643453Z,40.19,34,FAULT,"Indore, IN",SUBSCRIBER
EV-STN-016,EV-2619,2025-06-18T12:01:59.643453Z,30.67,20,IDLE,"Bhopal, IN",GUEST
EV-STN-017,EV-6534,2025-06-18T12:02:59.643453Z,36.92,43,FAULT,"Patna, IN",SUBSCRIBER
EV-STN-018,EV-1813,2025-06-18T12:03:59.643453Z,45.85,16,IDLE,"Raipur, IN",GUEST
EV-STN-019,EV-4939,2025-06-18T12:04:59.643453Z,28.39,50,FAULT,"Ranchi, IN",SUBSCRIBER
EV-STN-020,EV-3177,2025-06-18T12:05:59.643453Z,23.12,22,IDLE,"Gandhinagar, IN",GUEST
EV-STN-021,EV-7394,2025-06-18T12:06:59.643453Z,34.58,41,FAULT,"Chandigarh, IN",SUBSCRIBER
EV-STN-022,EV-4215,2025-06-18T12:07:59.643453Z,39.75,19,IDLE,"Shimla, IN",GUEST
EV-STN-023,EV-1897,2025-06-18T12:08:59.643453Z,46.39,33,FAULT,"Dehradun, IN",SUBSCRIBER
EV-STN-024,EV-5573,2025-06-18T12:09:59.643453Z,25.94,49,IDLE,"Agra, IN",GUEST
EV-STN-025,EV-6738,2025-06-18T12:10:59.643453Z,32.46,15,FAULT,"Kanpur, IN",SUBSCRIBER
EV-STN-026,EV-2991,2025-06-18T12:11:59.643453Z,44.82,24,IDLE,"Varanasi, IN",GUEST
EV-STN-027,EV-8537,2025-06-18T12:12:59.643453Z,37.11,40,FAULT,"Allahabad, IN",SUBSCRIBER
EV-STN-028,EV-4359,2025-06-18T12:13:59.643453Z,29.17,18,IDLE,"Jammu, IN",GUEST
EV-STN-029,EV-7112,2025-06-18T12:14:59.643453Z,48.73,36,FAULT,"Srinagar, IN",SUBSCRIBER
EV-STN-030,EV-2513,2025-06-18T12:15:59.643453Z,41.95,22,IDLE,"Amritsar, IN",GUEST
EV-STN-031,EV-7935,2025-06-18T12:16:59.643453Z,34.29,44,FAULT,"Ludhiana, IN",SUBSCRIBER
EV-STN-032,EV-3837,2025-06-18T12:17:59.643453Z,27.56,19,IDLE,"Chandigarh, IN",GUEST
EV-STN-033,EV-9451,2025-06-18T12:18:59.643453Z,39.48,42,FAULT,"Panchkula, IN",SUBSCRIBER
EV-STN-034,EV-1915,2025-06-18T12:19:59.643453Z,44.19,21,IDLE,"Mohali, IN",GUEST
EV-STN-035,EV-7593,2025-06-18T12:20:59.643453Z,31.93,48,FAULT,"Zirakpur, IN",SUBSCRIBER
EV-STN-036,EV-4299,2025-06-18T12:21:59.643453Z,26.82,18,IDLE,"Derabassi, IN",GUEST
EV-STN-037,EV-8831,2025-06-18T12:22:59.643453Z,36.46,36,FAULT,"Baddi, IN",SUBSCRIBER
EV-STN-038,EV-2179,2025-06-18T12:23:59.643453Z,42.93,23,IDLE,"Nalagarh, IN",GUEST
EV-STN-039,EV-9115,2025-06-18T12:24:59.643453Z,30.18,41,FAULT,"Solan, IN",SUBSCRIBER
